0 -1
0.25 -1
0.5 -1
0.75 -1
1 -1
1.25 -1
1.5 -1
1.75 -1
2 -1
2.25 -1
2.5 -1
2.75 -1
3 -1
3.25 -1
3.5 -1
3.75 -1
4 -1
4.25 -1
4.5 -1
4.75 -1
5 -1
5.25 -1
5.5 -1
5.75 -1
6 -1
6.25 -1
6.5 -1
6.75 -1
7 -1
7.25 -1
7.5 -1
7.75 -1
8 -1
8.25 -1
8.5 -1
8.75 -1
9 -1
9.25 -1
9.5 -1
9.75 -1
10 -1
10.25 -1
10.5 -1
10.75 -1
11 -1
11.25 -1
11.5 -1
11.75 -1
12 -1
12.25 -1
12.5 1
12.75 1
13 1
13.25 1
13.5 1
13.75 1
14 1
14.25 1
14.5 1
14.75 1
15 1
15.25 1
15.5 1
15.75 1
16 1
16.25 1
16.5 1
16.75 1
17 1
17.25 1
17.5 1
17.75 1
18 1
18.25 1
18.5 1
18.75 1
19 1
19.25 1
19.5 1
19.75 1
20 1
20.25 1
20.5 1
20.75 1
21 1
21.25 1
21.5 1
21.75 1
22 1
22.25 1
22.5 1
22.75 1
23 1
23.25 1
23.5 1
23.75 1
24 1
24.25 1
24.5 1
24.75 1
