0 0 0 1 1 1 9 9 9 0.484751 0.484751 
0 0 1 1 1 2 9 9 0 -0.0436833 -0.0436833 
0 0 2 1 1 3 9 9 1 -0.569311 -0.569311 
0 0 3 1 1 4 9 9 2 -0.0459361 -0.0459361 
0 0 4 1 1 5 9 9 3 -0.919191 -0.919191 
0 0 5 1 1 6 9 9 4 0.932667 0.932667 
0 0 6 1 1 7 9 9 5 -0.377136 -0.377136 
0 0 7 1 1 8 9 9 6 0.757757 0.757757 
0 0 8 1 1 9 9 9 7 0.791479 0.791479 
0 0 9 1 1 0 9 9 8 -0.0300212 -0.0300212 
0 1 0 1 2 1 9 0 9 0.859279 0.859279 
0 1 1 1 2 2 9 0 0 0.298355 0.298355 
0 1 2 1 2 3 9 0 1 -0.837368 -0.837368 
0 1 3 1 2 4 9 0 2 0.690824 0.690824 
0 1 4 1 2 5 9 0 3 0.67477 0.67477 
0 1 5 1 2 6 9 0 4 0.104303 0.104303 
0 1 6 1 2 7 9 0 5 -0.138566 -0.138566 
0 1 7 1 2 8 9 0 6 0.112819 0.112819 
0 1 8 1 2 9 9 0 7 -0.103524 -0.103524 
0 1 9 1 2 0 9 0 8 0.387033 0.387033 
0 2 0 1 3 1 9 1 9 0.199745 0.199745 
0 2 1 1 3 2 9 1 0 -0.467285 -0.467285 
0 2 2 1 3 3 9 1 1 0.925624 0.925624 
0 2 3 1 3 4 9 1 2 0.769002 0.769002 
0 2 4 1 3 5 9 1 3 0.129797 0.129797 
0 2 5 1 3 6 9 1 4 -0.429512 -0.429512 
0 2 6 1 3 7 9 1 5 0.436055 0.436055 
0 2 7 1 3 8 9 1 6 0.199776 0.199776 
0 2 8 1 3 9 9 1 7 0.811341 0.811341 
0 2 9 1 3 0 9 1 8 -0.928374 -0.928374 
0 3 0 1 4 1 9 2 9 -0.864976 -0.864976 
0 3 1 1 4 2 9 2 0 0.448193 0.448193 
0 3 2 1 4 3 9 2 1 0.237129 0.237129 
0 3 3 1 4 4 9 2 2 -0.00279174 -0.00279174 
0 3 4 1 4 5 9 2 3 0.504383 0.504383 
0 3 5 1 4 6 9 2 4 -0.278511 -0.278511 
0 3 6 1 4 7 9 2 5 0.368895 0.368895 
0 3 7 1 4 8 9 2 6 -0.0433222 -0.0433222 
0 3 8 1 4 9 9 2 7 -0.282374 -0.282374 
0 3 9 1 4 0 9 2 8 0.499815 0.499815 
0 4 0 1 5 1 9 3 9 -0.546765 -0.546765 
0 4 1 1 5 2 9 3 0 -0.311888 -0.311888 
0 4 2 1 5 3 9 3 1 0.35073 0.35073 
0 4 3 1 5 4 9 3 2 0.186585 0.186585 
0 4 4 1 5 5 9 3 3 0.247689 0.247689 
0 4 5 1 5 6 9 3 4 0.203668 0.203668 
0 4 6 1 5 7 9 3 5 -0.0536753 -0.0536753 
0 4 7 1 5 8 9 3 6 -0.656829 -0.656829 
0 4 8 1 5 9 9 3 7 -0.680389 -0.680389 
0 4 9 1 5 0 9 3 8 -0.980275 -0.980275 
0 5 0 1 6 1 9 4 9 -0.391728 -0.391728 
0 5 1 1 6 2 9 4 0 0.710116 0.710116 
0 5 2 1 6 3 9 4 1 0.299228 0.299228 
0 5 3 1 6 4 9 4 2 -0.166862 -0.166862 
0 5 4 1 6 5 9 4 3 -0.0571178 -0.0571178 
0 5 5 1 6 6 9 4 4 0.982436 0.982436 
0 5 6 1 6 7 9 4 5 0.149915 0.149915 
0 5 7 1 6 8 9 4 6 0.410206 0.410206 
0 5 8 1 6 9 9 4 7 -0.133033 -0.133033 
0 5 9 1 6 0 9 4 8 0.943118 0.943118 
0 6 0 1 7 1 9 5 9 0.0867511 0.0867511 
0 6 1 1 7 2 9 5 0 -0.964104 -0.964104 
0 6 2 1 7 3 9 5 1 0.512895 0.512895 
0 6 3 1 7 4 9 5 2 -0.710057 -0.710057 
0 6 4 1 7 5 9 5 3 0.767119 0.767119 
0 6 5 1 7 6 9 5 4 0.945646 0.945646 
0 6 6 1 7 7 9 5 5 -0.87725 -0.87725 
0 6 7 1 7 8 9 5 6 0.0289747 0.0289747 
0 6 8 1 7 9 9 5 7 0.225691 0.225691 
0 6 9 1 7 0 9 5 8 -0.225231 -0.225231 
0 7 0 1 8 1 9 6 9 -0.25979 -0.25979 
0 7 1 1 8 2 9 6 0 -0.756447 -0.756447 
0 7 2 1 8 3 9 6 1 0.701171 0.701171 
0 7 3 1 8 4 9 6 2 0.783611 0.783611 
0 7 4 1 8 5 9 6 3 -0.508563 -0.508563 
0 7 5 1 8 6 9 6 4 -0.744633 -0.744633 
0 7 6 1 8 7 9 6 5 -0.807989 -0.807989 
0 7 7 1 8 8 9 6 6 0.42297 0.42297 
0 7 8 1 8 9 9 6 7 0.46103 0.46103 
